,epochs,NMI,ARI,ACC
0,0,0.7453730206909804,0.505274733712113,0.6158048069919884
1,1,0.7461562642857211,0.5056827439942544,0.6161689730517116
2,2,0.7453413392818904,0.5055420501688729,0.6161689730517116
